2,090667	0,126315	2,090667	0,000256	2,090667	0,001119	2,090667	0,004892	2,090667	0,121480	2,090667	0,530858	2,090667	2,319938
2,120001	0,120138	2,120001	0,000241	2,120001	0,001082	2,120001	0,004865	2,120001	0,115940	2,120001	0,521116	2,120001	2,342438
2,149334	0,114316	2,149334	0,000242	2,149334	0,001118	2,149334	0,005166	2,149334	0,115644	2,149334	0,534227	2,149334	2,467974
2,178667	0,108861	2,178667	0,000216	2,178667	0,001024	2,178667	0,004862	2,178667	0,103982	2,178667	0,493484	2,178667	2,342183
2,208001	0,103703	2,208001	0,000212	2,208001	0,001035	2,208001	0,005046	2,208001	0,102524	2,208001	0,499837	2,208001	2,436880
2,237334	0,098872	2,237334	0,000199	2,237334	0,000994	2,237334	0,004976	2,237334	0,097859	2,237334	0,489664	2,237334	2,450344
2,266667	0,094292	2,266667	0,000173	2,266667	0,000888	2,266667	0,004565	2,266667	0,089363	2,266667	0,459125	2,266667	2,358878
2,296001	0,090002	2,296001	0,000166	2,296001	0,000877	2,296001	0,004621	2,296001	0,090047	2,296001	0,474694	2,296001	2,502603
2,325334	0,085928	2,325334	0,000142	2,325334	0,000768	2,325334	0,004150	2,325334	0,082051	2,325334	0,443656	2,325334	2,398885
2,354667	0,082106	2,354667	0,000128	2,354667	0,000711	2,354667	0,003942	2,354667	0,079265	2,354667	0,439514	2,354667	2,437229
2,384001	0,078475	2,384001	0,000122	2,384001	0,000691	2,384001	0,003927	2,384001	0,079060	2,384001	0,449330	2,384001	2,553771
2,413334	0,075061	2,413334	0,000103	2,413334	0,000602	2,413334	0,003503	2,413334	0,071230	2,413334	0,414804	2,413334	2,415767
2,442667	0,071853	2,442667	0,000097	2,442667	0,000580	2,442667	0,003459	2,442667	0,069623	2,442667	0,415419	2,442667	2,479350
2,472000	0,068771	2,472000	0,000092	2,472000	0,000563	2,472000	0,003438	2,472000	0,068200	2,472000	0,416572	2,472000	2,544815
2,501334	0,065865	2,501334	0,000081	2,501334	0,000509	2,501334	0,003180	2,501334	0,063001	2,501334	0,394044	2,501334	2,464835
2,530667	0,063136	2,530667	0,000076	2,530667	0,000488	2,530667	0,003121	2,530667	0,061291	2,530667	0,392478	2,530667	2,513851
2,560000	0,060526	2,560000	0,000070	2,560000	0,000459	2,560000	0,003003	2,560000	0,059075	2,560000	0,386944	2,560000	2,535042
2,589334	0,058032	2,589334	0,000062	2,589334	0,000413	2,589334	0,002771	2,589334	0,055533	2,589334	0,372315	2,589334	2,496219
2,618667	0,055707	2,618667	0,000056	2,618667	0,000386	2,618667	0,002648	2,618667	0,053708	2,618667	0,368209	2,618667	2,524841
2,648000	0,053486	2,648000	0,000051	2,648000	0,000357	2,648000	0,002502	2,648000	0,051754	2,648000	0,362757	2,648000	2,543292
2,677334	0,051358	2,677334	0,000046	2,677334	0,000327	2,677334	0,002346	2,677334	0,049611	2,677334	0,355526	2,677334	2,548083
2,706667	0,049349	2,706667	0,000041	2,706667	0,000300	2,706667	0,002200	2,706667	0,047045	2,706667	0,344555	2,706667	2,523839
2,736000	0,047449	2,736000	0,000038	2,736000	0,000286	2,736000	0,002138	2,736000	0,046088	2,736000	0,344979	2,736000	2,582861
2,765334	0,045624	2,765334	0,000035	2,765334	0,000269	2,765334	0,002053	2,765334	0,044639	2,765334	0,341166	2,765334	2,607898
2,794667	0,043884	2,794667	0,000031	2,794667	0,000241	2,794667	0,001878	2,794667	0,041324	2,794667	0,322671	2,794667	2,519692
2,824000	0,042250	2,824000	0,000030	2,824000	0,000235	2,824000	0,001878	2,824000	0,041744	2,824000	0,333002	2,824000	2,657022
2,853333	0,040676	2,853333	0,000027	2,853333	0,000220	2,853333	0,001787	2,853333	0,040566	2,853333	0,329984	2,853333	2,684732
2,882667	0,039166	2,882667	0,000022	2,882667	0,000185	2,882667	0,001541	2,882667	0,036545	2,882667	0,303636	2,882667	2,522858
2,912000	0,037754	2,912000	0,000021	2,912000	0,000178	2,912000	0,001513	2,912000	0,037012	2,912000	0,313927	2,912000	2,663202
2,941333	0,036391	2,941333	0,000019	2,941333	0,000163	2,941333	0,001411	2,941333	0,035916	2,941333	0,310479	2,941333	2,684470
2,970667	0,035077	2,970667	0,000016	2,970667	0,000138	2,970667	0,001214	2,970667	0,032794	2,970667	0,289384	2,970667	2,553668
3,000000	0,033850	3,000000	0,000005	3,000000	0,000048	3,000000	0,000422	3,000000	0,011406	3,000000	0,100699	3,000000	0,889042
